Restrição de Atendimento,Escola,Código INEP,UF,Município,Localização,Localidade Diferenciada,Categoria Administrativa,Endereço,Telefone,Dependência Administrativa,Categoria Escola Privada,Conveniada Poder Público,Regulamentação pelo Conselho de Educação,Porte da Escola,Etapas e Modalidade de Ensino Oferecidas,Outras Ofertas Educacionais,Latitude,Longitude
ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO,5064 EEI RECREIO DA DIVISA,43187382,RS,Porto Alegre,Urbana,A escola não está em área de localização diferenciada,Privada,"ESTR JOAO DE OLIVEIRA REMIAO, 6269 LOMBA DO PINHEIRO. 91130-540 Porto Alegre - RS.",(51) 33177469,Privada,Comunitária,Sim,Sim,Entre 51 e 200 matrículas de escolarização,Educação Infantil,,-30.1237905,-51.1079968
ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO,YK-ESPACO INFANTIL LTDA,43187390,RS,Porto Alegre,Urbana,A escola não está em área de localização diferenciada,Privada,"RUA DOUTOR PRUDENTE DE MORAES, 431 CHACARA DAS PEDRAS. 91330-170 Porto Alegre - RS.",(51) 33284644,Privada,Particular,Não,Sim,Até 50 matrículas de escolarização,Educação Infantil,,-30.03322,-51.16478
ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO,CRECHE RECANTO DA CRIANCA,43187412,RS,Porto Alegre,Urbana,A escola não está em área de localização diferenciada,Privada,"RUA COSTA RICA, 238 248. JARDIM LINDOIA. 91050-210 Porto Alegre - RS.",(51) 32092008,Privada,Particular,Não,Sim,Entre 51 e 200 matrículas de escolarização,Educação Infantil,,-30.00741,-51.1506
ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO,EEI BISPO ISAAC RODRIGUES ACO -CACIM,43187455,RS,Porto Alegre,Urbana,A escola não está em área de localização diferenciada,Privada,"AVENIDA PROTASIO ALVES, PETROPOLIS. 91310-002 Porto Alegre - RS.",(51) 33343224,Privada,Filantrópica,Não,Sim,Até 50 matrículas de escolarização,Educação Infantil,,-30.04129,-51.15856
ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO,5034 IEI ALAN BOM JESUS,43187471,RS,Porto Alegre,Urbana,A escola não está em área de localização diferenciada,Privada,"R PANAMA, 324 BOM JESUS. 91420-200 Porto Alegre - RS.",(51) 33348727,Privada,Comunitária,Sim,Sim,Entre 51 e 200 matrículas de escolarização,Educação Infantil,,-30.0456783,-51.1578594
ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO,EEI FAVINHO DE MEL,43187510,RS,Porto Alegre,Urbana,A escola não está em área de localização diferenciada,Privada,"AVENIDA LA PAZ, 68 E 80 JARDIM LINDOIA. 91050-040 Porto Alegre - RS.",(51) 33407458,Privada,Particular,Não,Sim,Entre 51 e 200 matrículas de escolarização,Educação Infantil,,-30.00161,-51.15268
ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO,CRECHE CIRCO DA FOLIA LTDA,43187528,RS,Porto Alegre,Urbana,A escola não está em área de localização diferenciada,Privada,"AVENIDA ELIAS CIRNE LIMA, 439 CASA. PARTENON. 91530-310 Porto Alegre - RS.",(51) 33394222,Privada,Particular,Não,Não,Até 50 matrículas de escolarização,Educação Infantil,,-30.05922,-51.15719
ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO,CENTRO INFANTIL SER CRIANCA LTDA,43187536,RS,Porto Alegre,Urbana,A escola não está em área de localização diferenciada,Privada,"RUA FELIPE DE OLIVEIRA, 1309 PETROPOLIS. 90630-000 Porto Alegre - RS.",(51) 33315753,Privada,Particular,Não,Não,Entre 51 e 200 matrículas de escolarização,Educação Infantil,,-30.04449,-51.18847
ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO,ESCOLA DE EDUCACAO INFANTIL CARACOL LTDA,43187544,RS,Porto Alegre,Urbana,A escola não está em área de localização diferenciada,Privada,"RUA ENGENHEIRO AFONSO CAVALCANTI, 51 BELA VISTA. 90440-110 Porto Alegre - RS.",(51) 33328411,Privada,Particular,Não,Sim,Até 50 matrículas de escolarização,Educação Infantil,,-30.03366,-51.19158
ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO,EMEF CHAPEU DO SOL,43187560,RS,Porto Alegre,Urbana,A escola não está em área de localização diferenciada,Pública,"R GOMERCINDO DE OLIVEIRA, 115 CHAPEU DO SOL. 91787-034 Porto Alegre - RS.",(51) 32895936,Municipal,Não Informado,Não,Sim,Mais de 1000 matrículas de escolarização,"Educação Infantil, Ensino Fundamental, Educação de Jovens Adultos","Atendimento Educacional Especializado, Atividade Complementar",-30.1773753,-51.1744939
ESCOLA PARALISADA,ALGODAO DOCE EDUCACAO INFANTIL,43187579,RS,Porto Alegre,Urbana,Não Informado,Privada,"RUA ARTUR FABIAO CARNEIRO, 10 PASSO DA AREIA. 91340-030 Porto Alegre - RS.",(51) 33417604,Privada,Não Informado,Não,,,,,-30.01876,-51.16433
ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO,LAR DA PEQUENA CRIANCA,43187587,RS,Porto Alegre,Urbana,A escola não está em área de localização diferenciada,Privada,"AVENIDA MAE APOLINARIA MATIAS BATISTA, 259. MORRO SANTANA. 91450-510 Porto Alegre - RS.",(51) 33863022,Privada,Particular,Não,Sim,Até 50 matrículas de escolarização,Educação Infantil,,-30.04431,-51.13559
ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO,CENTRO INFANTIL RECANTO FELIZ-LTDA,43187595,RS,Porto Alegre,Urbana,A escola não está em área de localização diferenciada,Privada,"RUA MARQUES DO POMBAL, 1077 MOINHOS DE VENTO. 90540-001 Porto Alegre - RS.",(51) 33378748,Privada,Particular,Não,Sim,Até 50 matrículas de escolarização,Educação Infantil,,-30.01932,-51.19324
ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO,5044 EEI CASA DO PEQUENINO,43187609,RS,Porto Alegre,Urbana,A escola não está em área de localização diferenciada,Privada,"AV AZENHA, 366 AZENHA. 90160-004 Porto Alegre - RS.",(51) 32230043,Privada,Confessional,Sim,Sim,Entre 51 e 200 matrículas de escolarização,Educação Infantil,,-30.0469886,-51.2136191
ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO,ESCOLA DE EDUCACAO INFANTIL CANTINHO DO PIMPOLHO,43187668,RS,Porto Alegre,Urbana,A escola não está em área de localização diferenciada,Privada,"RUA NISIA FLORESTA, 270 3181. RESTINGA. 91790-440 Porto Alegre - RS.",(51) 980619090,Privada,Particular,Não,Não,Entre 51 e 200 matrículas de escolarização,Educação Infantil,,-30.14767,-51.14306
ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO,ESCOLA REI ARTHUR,43187684,RS,Porto Alegre,Urbana,A escola não está em área de localização diferenciada,Privada,"RUA LUIZ AFONSO, 565 CIDADE BAIXA. 90050-310 Porto Alegre - RS.",(51) 32762532,Privada,Particular,Não,Sim,Até 50 matrículas de escolarização,Educação Infantil,,-30.03989,-51.22355
ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO,CRECHE ESTRELINHA MAGICA,43187722,RS,Porto Alegre,Urbana,A escola não está em área de localização diferenciada,Privada,"RUA TARCILA MORAES DUTRA, 135 RUBEM BERTA. 91170-170 Porto Alegre - RS.",(51) 33971633,Privada,Particular,Não,Não,Até 50 matrículas de escolarização,Educação Infantil,,                              ,                              
ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO,ESCOLA DE EDUCACAO INFANTIL MOLEQUE TRAVESSO,43187757,RS,Porto Alegre,Urbana,A escola não está em área de localização diferenciada,Privada,"RUA GENERAL GOMES CARNEIRO, 287 MEDIANEIRA. 90870-310 Porto Alegre - RS.",(51) 32219713,Privada,Particular,Não,Não,Até 50 matrículas de escolarização,Educação Infantil,,-30.06656,-51.21082
ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO,5065 IEI ARCO IRIS ENCANTADO,43187781,RS,Porto Alegre,Urbana,A escola não está em área de localização diferenciada,Privada,"R GUAIBA-LOMBA DO PINHEIRO, 95 LOMBA DO PINHEIRO. 91560-640 Porto Alegre - RS.",(51) 30292214,Privada,Comunitária,Sim,Sim,Entre 51 e 200 matrículas de escolarização,Educação Infantil,,-30.1105187,-51.1120846
ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO,5091 IEI MADRE BRIGIDA POSTORINO,43187803,RS,Porto Alegre,Urbana,A escola não está em área de localização diferenciada,Privada,"BC FLORES VILA TRONCO II, 346 SANTA TEREZA. 90843-462 Porto Alegre - RS.",(51) 31098325,Privada,Confessional,Sim,Sim,Até 50 matrículas de escolarização,Educação Infantil,,-30.0772184,-51.225752
ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO,5075 IEI MARIA DOLABELLA PORTELA,43187811,RS,Porto Alegre,Urbana,A escola não está em área de localização diferenciada,Privada,"R DONA OTILIA, 927 SANTA TEREZA. 90830-580 Porto Alegre - RS.",(51) 31098325,Privada,Confessional,Sim,Sim,Entre 51 e 200 matrículas de escolarização,Educação Infantil,,-30.0815506,-51.2265473
ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO,5016 IEI OSICOM I,43187820,RS,Porto Alegre,Urbana,A escola não está em área de localização diferenciada,Privada,"R JOSEFA BARRETO, 302 PASSO DAS PEDRAS. 91230-080 Porto Alegre - RS.",(51) 33445159,Privada,Confessional,Sim,Sim,Entre 51 e 200 matrículas de escolarização,Educação Infantil,,-30.0163844,-51.1266233
ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO,5067 IEI NOSSA SENHORA DA GLORIA,43187838,RS,Porto Alegre,Urbana,A escola não está em área de localização diferenciada,Privada,"CLAUDIONOR DE MORAIS, 252 CASCATA. 91710-150 Porto Alegre - RS.",(51) 33397463,Privada,Comunitária,Sim,Sim,Entre 51 e 200 matrículas de escolarização,Educação Infantil,,-30.0780113,-51.1896033
ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO,5157 EEI MARISTA RENASCER,43187846,RS,Porto Alegre,Urbana,A escola não está em área de localização diferenciada,Privada,"R IRMAOS MARISTAS, 1 MARIO QUINTANA. 91250-254 Porto Alegre - RS.",(51) 30862245,Privada,Comunitária,Sim,Sim,Até 50 matrículas de escolarização,Educação Infantil,,-30.0237311,-51.0975232
ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO,5057 EEI CAMPO DA TUCA,43187854,RS,Porto Alegre,Urbana,A escola não está em área de localização diferenciada,Privada,"RUA D, 200 PARTENON. 91510-480 Porto Alegre - RS.",(51) 33523654,Privada,Comunitária,Sim,Sim,Entre 51 e 200 matrículas de escolarização,Educação Infantil,,-30.0709027,-51.1736134
ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO,5028 EEI SAO VICENTE DE PAULO,43187862,RS,Porto Alegre,Urbana,A escola não está em área de localização diferenciada,Privada,"R PEDRO RAUPP, 160 JARDIM ITU. 91225-080 Porto Alegre - RS.",(51) 30721754,Privada,Confessional,Sim,Sim,Entre 51 e 200 matrículas de escolarização,Educação Infantil,,-30.0228461,-51.1331812
ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO,5204 EEI CRECHE ELSINHA,43187870,RS,Porto Alegre,Urbana,A escola não está em área de localização diferenciada,Privada,"R MARCIANO RIBEIRO, 83 MEDIANEIRA. 90870-360 Porto Alegre - RS.",(51) 32237979,Privada,Comunitária,Sim,Sim,Entre 51 e 200 matrículas de escolarização,Educação Infantil,,-30.0681939,-51.2067707
ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO,INFANCIAS ESCOLA DE EDUCACAO INFANTIL LTDA,43187897,RS,Porto Alegre,Urbana,A escola não está em área de localização diferenciada,Privada,"RUA CORONEL FERNANDO MACHADO, 546 CENTRO HISTORICO. 90010-320 Porto Alegre - RS.",(51) 32271067,Privada,Particular,Não,Sim,Até 50 matrículas de escolarização,Educação Infantil,,-30.03509,-51.23226
ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO,CENTRO DE EDUCACAO INFANTIL PROJETO VIDA,43187900,RS,Porto Alegre,Urbana,A escola não está em área de localização diferenciada,Privada,"RUA COSTA RICA, 344 JARDIM LINDOIA. 91050-210 Porto Alegre - RS.",(51) 33660777,Privada,Particular,Não,Sim,Até 50 matrículas de escolarização,Educação Infantil,,-30.00714,-51.15063
ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO,ESCOLA DE EDUCACAO INFANTIL MEUS BAIXINHOS,43187919,RS,Porto Alegre,Urbana,A escola não está em área de localização diferenciada,Privada,"RUA DOUTOR PEREIRA NETO, 1077 TRISTEZA. 91920-530 Porto Alegre - RS.",(51) 32683076,Privada,Particular,Não,Não,Até 50 matrículas de escolarização,Educação Infantil,,-30.1087,-51.24168
ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO,JARD D INFANCIA LALILU LETRASIN LTDA EPP,43187927,RS,Porto Alegre,Urbana,A escola não está em área de localização diferenciada,Privada,"RUA HONORIO SILVEIRA DIAS, 787 SAO JOAO. 90550-150 Porto Alegre - RS.",(51) 33371348,Privada,Particular,Não,Sim,Entre 51 e 200 matrículas de escolarização,Educação Infantil,,-30.0098986,-51.1857951
ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO,MUNDO DO ABC,43187960,RS,Porto Alegre,Urbana,A escola não está em área de localização diferenciada,Privada,"AVENIDA PROTASIO ALVES, 2769, 2769 PETROPOLIS. 90410-002 Porto Alegre - RS.",(51) 34146761,Privada,Particular,Não,Sim,Até 50 matrículas de escolarização,Educação Infantil,,-30.03896,-51.17762
ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO,ESCOLA DE EDUCACAO INFANTIL CORUJINHA SAPECA LTDA,43187978,RS,Porto Alegre,Urbana,A escola não está em área de localização diferenciada,Privada,"RUA SAO LUCAS, 139 BOM JESUS. 91420-540 Porto Alegre - RS.",(51) 33345268,Privada,Particular,Não,Sim,Até 50 matrículas de escolarização,Educação Infantil,,-30.041,-51.1667
ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO,CRECHE VOVO OLMIRA LTDA ME,43187986,RS,Porto Alegre,Urbana,A escola não está em área de localização diferenciada,Privada,"RUA ROQUE GONZALES, 07 JARDIM BOTANICO. 90690-270 Porto Alegre - RS.",(51) 33155733,Privada,Particular,Não,Sim,Até 50 matrículas de escolarização,Educação Infantil,,-30.0529,-51.18562
ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO,CENTRO INFANTIL FABRICA DOS SONHOS LTDA,43187994,RS,Porto Alegre,Urbana,A escola não está em área de localização diferenciada,Privada,"RUA BARBEDO, 436 MENINO DEUS. 90110-260 Porto Alegre - RS.",(51) 30617151,Privada,Particular,Não,Sim,Até 50 matrículas de escolarização,Educação Infantil,,-30.05726,-51.227
ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO,5088 IEI VINDE A MIM AS CRIANCINHAS,43188036,RS,Porto Alegre,Urbana,A escola não está em área de localização diferenciada,Privada,"ESTR COSTA GAMA, 719 BELEM VELHO. 91787-311 Porto Alegre - RS.",(51) 32452506,Privada,Confessional,Sim,Sim,Entre 51 e 200 matrículas de escolarização,Educação Infantil,,-30.11963,-51.1770077
ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO,ESCOLA INFANTIL BICHO CARPINTEIRO-2M LTDA,43188060,RS,Porto Alegre,Urbana,A escola não está em área de localização diferenciada,Privada,"RUA DOUTOR CAMPOS VELHO, 1400 CRISTAL. 90820-000 Porto Alegre - RS.",(51) 32413766,Privada,Particular,Não,Sim,Até 50 matrículas de escolarização,Educação Infantil,,-30.09319,-51.23176
ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO,CREARE CULTURA RECREACAO ARTES E EDUCACAO,43188087,RS,Porto Alegre,Urbana,A escola não está em área de localização diferenciada,Privada,"RUA DOUTOR PEREIRA NETO, 440 TRISTEZA. 91920-530 Porto Alegre - RS.",(51) 32685380,Privada,Particular,Não,Em Tramitação,Entre 51 e 200 matrículas de escolarização,Educação Infantil,,-30.11086,-51.24819
ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO,5109 EEI ANANDA MARGA RESTINGA NOVA 1,43188125,RS,Porto Alegre,Urbana,A escola não está em área de localização diferenciada,Privada,"RUA ALAMEDA D, 84 RESTINGA. 91790-610 Porto Alegre - RS.",(51) 30946660,Privada,Comunitária,Sim,Sim,Até 50 matrículas de escolarização,Educação Infantil,,-30.1549846,-51.136894
ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO,5009 IEI SANTA CATARINA,43188141,RS,Porto Alegre,Urbana,A escola não está em área de localização diferenciada,Privada,"R JOSUE DE CASTRO, 290 SARANDI. 91120-110 Porto Alegre - RS.",(51) 33658244,Privada,Comunitária,Sim,Sim,Entre 51 e 200 matrículas de escolarização,Educação Infantil,,-29.978445,-51.1369299
ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO,5111 EEI ANANDA MARGA BARRO VERMELHO,43188150,RS,Porto Alegre,Urbana,A escola não está em área de localização diferenciada,Privada,"R JOSE DE ABREU FRAGA, 52 RESTINGA. 91790-095 Porto Alegre - RS.",(51) 32611753,Privada,Comunitária,Sim,Sim,Entre 51 e 200 matrículas de escolarização,Educação Infantil,,-30.1667164,-51.1462713
ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO,EEI MARISTA TIA JUSSARA,43188184,RS,Porto Alegre,Urbana,A escola não está em área de localização diferenciada,Privada,"RUA SANTA RITA DE CASSIA ILHA MARINHEIROS, 90 ILHA DOS MARINHEIROS. ARQUIPELAGO. 90090-000 Porto Alegre - RS.",(51) 32031622,Privada,Comunitária,Não,Sim,Entre 51 e 200 matrículas de escolarização,Educação Infantil,,-29.9930901,-51.2243073
ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO,5083 EEI CASA DE NAZARE CENTRO DE APOIO AO MENOR,43188206,RS,Porto Alegre,Urbana,A escola não está em área de localização diferenciada,Privada,"R CEL TIMOTEO, 350 CRISTAL. 91910-680 Porto Alegre - RS.",(51) 32429196,Privada,Comunitária,Sim,Sim,Entre 51 e 200 matrículas de escolarização,Educação Infantil,,-30.0949777,-51.2376089
ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO,5121 IEI NSA SRA APARECIDA IPANEMA,43188214,RS,Porto Alegre,Urbana,A escola não está em área de localização diferenciada,Privada,"AV TRAMANDAI, 395 IPANEMA. 91760-050 Porto Alegre - RS.",(51) 33776391,Privada,Comunitária,Sim,Sim,Entre 51 e 200 matrículas de escolarização,Educação Infantil,,-30.1342703,-51.2298776
ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO,5132 EEI ANANDA MARGA RESTINGA NOVA 2,43188222,RS,Porto Alegre,Urbana,A escola não está em área de localização diferenciada,Privada,"ACESSO O, 2051 SEGUNDA UNIDADE. RESTINGA. 91792-260 Porto Alegre - RS.",(51) 30946600,Privada,Comunitária,Sim,Sim,Entre 51 e 200 matrículas de escolarização,Educação Infantil,,-30.1548632,-51.1414621
ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO,EEI GIRAFINHA TRAVESSA,43188290,RS,Porto Alegre,Urbana,A escola não está em área de localização diferenciada,Privada,"RUA DA REPUBLICA, 384 ANEXO 378. CIDADE BAIXA. 90050-320 Porto Alegre - RS.",(51) 32289597,Privada,Particular,Não,Sim,Entre 51 e 200 matrículas de escolarização,Educação Infantil,,-30.03848,-51.22358
ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO,ESCOLA INFANTIL FAZENDO E ACONTECENDO,43188303,RS,Porto Alegre,Urbana,A escola não está em área de localização diferenciada,Privada,"RUA SARGENTO NICOLAU DIAS DE FARIAS, 568 TRISTEZA. 91900-250 Porto Alegre - RS.",(51) 37799499,Privada,Particular,Não,Sim,Até 50 matrículas de escolarização,Educação Infantil,,-30.10958,-51.25592
ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO,5114 EEI CAPELA NAVEGANTES,43188311,RS,Porto Alegre,Urbana,A escola não está em área de localização diferenciada,Privada,"AV GUAIBA, 3955 CRISTAL. 91900-420 Porto Alegre - RS.",,Privada,Comunitária,Sim,Sim,Entre 51 e 200 matrículas de escolarização,Educação Infantil,,-30.0991831,-51.2644497
ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO,EEI PAPIPUM FLORESTA,43188338,RS,Porto Alegre,Urbana,A escola não está em área de localização diferenciada,Privada,"RUA VISCONDE DO RIO BRANCO, 321 FLORESTA. 90570-140 Porto Alegre - RS.",(51) 986381150,Privada,Particular,Não,Não,Até 50 matrículas de escolarização,Educação Infantil,,-30.02141,-51.203
ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO,CRECHE DESCOBRINDO O MUNDO,43188370,RS,Porto Alegre,Urbana,A escola não está em área de localização diferenciada,Privada,"AVENIDA BASTIAN, 126 MENINO DEUS. 90130-020 Porto Alegre - RS.",(51) 32337469,Privada,Particular,Não,Sim,Entre 51 e 200 matrículas de escolarização,Educação Infantil,,-30.05033,-51.22678
ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO,CENTRO INFANTIL CONSTRUINDO,43188419,RS,Porto Alegre,Urbana,A escola não está em área de localização diferenciada,Privada,"RUA PORTUGAL, 218 SAO JOAO. 90520-310 Porto Alegre - RS.",(51) 35730788,Privada,Particular,Não,Não,Até 50 matrículas de escolarização,Educação Infantil,,-30.0108772,-51.1832752
ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO,CENTRO INFANTIL TURMA DO GIZ DE CERA,43188443,RS,Porto Alegre,Urbana,A escola não está em área de localização diferenciada,Privada,"RUA SOFIA VELOSO, 179 CIDADE BAIXA. 90050-140 Porto Alegre - RS.",(51) 32214462,Privada,Particular,Não,Sim,Até 50 matrículas de escolarização,Educação Infantil,,-30.03676,-51.22157
ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO,ESCOLA DE EDUCACAO INFANTIL VOANDO ALTO,43188451,RS,Porto Alegre,Urbana,A escola não está em área de localização diferenciada,Privada,"RUA DOUTOR PEREIRA NETO, 2011 TRISTEZA. 91920-530 Porto Alegre - RS.",(51) 32416869,Privada,Particular,Não,Sim,Entre 51 e 200 matrículas de escolarização,Educação Infantil,,-30.10578,-51.2327
ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO,5105 EEI ANANDA MARGA RESTINGA VELHA,43188460,RS,Porto Alegre,Urbana,A escola não está em área de localização diferenciada,Privada,"R MANOEL FARIA DA ROSA PRIMO, 779 RESTINGA. 91790-770 Porto Alegre - RS.",(51) 32508180,Privada,Comunitária,Sim,Sim,Até 50 matrículas de escolarização,Educação Infantil,,-30.1598602,-51.1402469
ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO,5087 IEI NUCLEO SAO FRANCISCO,43188540,RS,Porto Alegre,Urbana,A escola não está em área de localização diferenciada,Privada,"BC UM RUA CORONEL TIMOTEO, 465 CRISTAL. 91910-680 Porto Alegre - RS.",(51) 32434801,Privada,Comunitária,Sim,Sim,Entre 51 e 200 matrículas de escolarização,Educação Infantil,,-30.094817,-51.2385141
